title,description
"QA Engineer at QuantumBlack (London, UK)","<p><strong>About QuantumBlack</strong></p><br /><p>We established QuantumBlack to re-imagine how organisations could continuously improve and out learn their rivals. From aerospace to finance to Formula One, we help companies prototype, develop, and deploy bespoke data science and data visualisation solutions to make better decisions.&nbsp;We help companies use data to drive decisions, combining business experience, expertise in large-scale data analysis and visualization, and advanced software engineering know-how to deliver results.&nbsp;</p><br /><p>You will be responsible for testing complex interactive applications. Knowledge of front-end and back-end development processes and environments are essential and respecting the quality of the end-product and taking in pride in the work is a must. You will test across various browsers and devices, and document and communicate the user experience to ensure a seamless result.</p><br /><p><strong>Responsibilities:</strong></p><br /><ul><br /><li>Analyse the requirements and creation of test plan</li><br /><li>Involved in the creation of Functional, System, Integration and Regression test cases and procedures</li><br /><li>Execute software tests (Manual/Automated) and document test results</li><br /><li>Technical trouble-shooting</li><br /><li>Logging, monitoring and retesting of bugs found</li><br /><li>Creation and maintenance of test and environment data</li><br /><li>Day-to-day planning of individual QA assignments.</li><br /><li>Work closely with developers, business analysts, support and management to understand requirements and product direction. Occasional interaction with clients may be required.</li><br /><li>Provide regular updates on progress and/or issues relating to test(QA) activities</li><br /><li>Active in Agile meetings when required for planning, retrospectives</li><br /></ul><br /><p><strong>Requirements:</strong></p><br /><ul><br /><li>End-to-end Automation testing experience</li><br /><li>A degree in Computer Science or related IT degree</li><br /><li>ISEB/ISTQB qualified (foundation as a minimum)</li><br /><li>Experience in Software Testing/QA</li><br /><li>Good knowledge of QA practices and processes</li><br /><li>Manual Testing experience (mandatory)</li><br /><li>Hands-on experience of building test automation frameworks using HP QTP/UFT, Cucumber or Selenium and Continued Integration (mandatory)</li><br /><li>Experience of working in an Agile environment (mandatory)</li><br /><li>Knowledge of MS SQL Server / basic SQL (mandatory)</li><br /><li>Jira, Confluence (mandatory)</li><br /><li>Experience of working in a Big-Data/Data Analytics project (advantageous)</li><br /><li>Testing Mobile Applications (preferable)</li><br /><li>Performance testing for global enterprise websites and applications (advantageous)</li><br /><li>Experience of scripting using Bash and Python</li><br /><li>Experience of Docker and containerisation</li><br /><li>Experience of testing applications built using NodeJS, Scala, Python</li><br /></ul><br /><p>Exposure to the following (advantageous):</p><br /><ul><br /><li>CircleCI9</li><br /><li>Mesos/Marathon</li><br /><li>Spark</li><br /></ul>"
"UX/UI Instructor - UC Berkeley (Part-Time) at Trilogy Education Services (San Francisco, CA)","<p>Are you an experienced data analyst who is passionate about education and making an impact? Do you love empowering others to find life-changing opportunities? Then this may be the position for you!</p><br /><p>At Trilogy Education Services, we create innovative programs to train new audiences for careers in the digital economy.&nbsp;Our programs have been in existence since October 2015, and since that first class, we've launched an additional 300 classes across the nation. We have hired more than 900 Instructors and Teaching Assistants to support our students, and along the way, we have never changed our model for the experiences that define a successful Instructor:</p><br /><ul><br /><li>Tutoring</li><br /><li>TA</li><br /><li>Mentor</li><br /><li>Coaching a little league</li><br /><li>Volunteering (for literally anything)</li><br /><li>Meetups (running your own or attending one)</li><br /><li>Publishing an article</li><br /><li>Conducting guitar lessons (or any instrument)</li><br /><li>Theater Experience</li><br /><li>Stand-up Comedy</li><br /></ul><br /><p>You'll notice above that prior teaching experience isn't a prerequisite for success as an Instructor. If you bring knowledge, strong communication, and a positive energy to the classroom, you're going to help students along their transformative path&nbsp;to a successful and rewarding career.</p><br /><p>We'll provide the guidance, training, lesson plans, and tools to support you on your journey of impacting lives in the classroom.</p><br /><p>Check out the program details&nbsp;<a href=""https://bootcamp.berkeley.edu/ux-ui/"" rel=""nofollow"">here.</a></p><br /><p><strong>Skills &amp; Requirements</strong></p><br /><ul><br /><li>At least 5 years of experience (If you fall short of 5 years we welcome you to apply)</li><br /><li>Bachelor's Degree</li><br /></ul><br /><p><strong>Who You Are:</strong></p><br /><ul><br /><li>Someone with at least 4-5 years of UX/UI design (or equivalent) with some front-end engineering skills. We are looking for individuals unafraid to be thought-leaders in their field.</li><br /><li>Someone who is a lot of fun! We want learning UX/UI to be exciting, engaging, and super fun. Imagine a design class that feels like a Disney movie. We need skilled knowledge, creative people to make this a reality.</li><br /><li>Someone who has a background in:</li><br /></ul><br /><ul><br /><ul><br /><li>Information Architecture, Graphic Design, User Interface Design, User Experience Design, Interaction Design, and/or content strategy.</li><br /><li>Versed in Design Thinking methodologies, Agile Development processes, and project management.</li><br /><li>Experience in designing UI for responsive websites, mobile applications, and software as a service (SaaS) platforms.</li><br /><li>Proficient in HTML &amp; CSS markup; capable of writing clean, semantic, valid markup and modular, cascading, reusable CSS.</li><br /><li>Knowledge of cutting-edge web design capabilities, and HTML5/CSS3.</li><br /><li>Expert in Wireframing, paper-prototyping, and clickable prototypes.</li><br /><li>Skilled in Adobe Creative Suite (Illustrator, Photoshop, and Indesign), Sketch, Google Docs, and keynote / powerpoint.</li><br /><li>Skilled with prototyping tools: Invision, Craft by Invision, XD (other emerging prototyping tools - Axure, omnigraffle, UXpin, Principle for mac, etc.)</li><br /><li>Knowledgeable in Github version control and markdown.</li><br /></ul><br /></ul><br /><p><strong>What You Will Do:</strong></p><br /><ul><br /><li>Follow detailed lesson plans that are taught in classrooms across the country</li><br /><li>Support students individually as they go through an emotional roller coaster</li><br /><li>Infuse empathy, support, and encouragement into all educational materials you create</li><br /></ul><br /><p><strong>Logistics:</strong></p><br /><ul><br /><li>24-week program</li><br /><li>Mon/Wed/Sat OR Tue/Thu/Sat Schedule</li><br /><li>Weekday Classes: 5:45 - 10pm (includes office hours and break)</li><br /><li>Saturday Classes: 9:30 - 2:30pm (includes office hours and lunch break)</li><br /></ul><br /><p><strong>Other Perks:</strong></p><br /><ul><br /><li>Maintain your current career while teaching</li><br /><li>Nonstop learning</li><br /><li>Ongoing training and a culture of investing in employee growth</li><br /><li>University .edu email address (discounts!)</li><br /></ul>"
"DevOps Manager - Global Enterprise Tax Solutions at PwC (Albany, NY)","<span>PwC/LOS Overview</span><br>PwC is a network of firms committed to delivering quality in assurance, tax and advisory services.<br><br>We help resolve complex issues for our clients and identify opportunities. Learn more about us at www.pwc.com/us.<br><br>At PwC, we develop leaders at all levels. The distinctive leadership framework we call the PwC Professional (http://pwc.to/pwcpro) provides our people with a road map to grow their skills and build their careers. Our approach to ongoing development shapes employees into leaders, no matter the role or job title.<br><br>Are you ready to build a career in a rapidly changing world? Developing as a PwC Professional means that you will be ready<br>- to create and capture opportunities to advance your career and fulfill your potential. To learn more, visit us at www.pwc.com/careers.<br><br>The PwC network is a global market leader in tax services.<br><br>We assist businesses, individuals, and organizations with tax strategy, planning, and compliance, while also delivering a wide range of business advisory services.<br><br>With over 32,000 tax professionals, this means that the PwC network can support our clients both locally and globally.<br><br>We have experience working with an expansive and diverse client-base, which comprises all types of businesses-multinationals, local companies, privately-owned organizations, entrepreneurs, family businesses, trusts, partnerships, and private individuals.<br><br><span>Job Description</span><br>Global Enterprise Tax Solutions (GETS) positions at PwC are at the forefront of the tax profession<br>- creating a distinctive new approach to providing managed tax services. GETS delivers top talent, technology and processes across our global network to provide an alternative tax function model that is fit for purpose today and into the future. Clients are seeing this as an innovative collaboration in response to a strategic evolution in the global market for managed tax services.<br><br>As part of PwCâs GETS Technology team, our goal is to be the industry leading innovator of Technology Enabled Tax Solutions while partnering with our clients to provide maximum value and efficiency across their global tax lifecycle processes, disrupting the market, and delivering strategic commercial assets for PwC. The GETS IT team has extensive experience in a holistic suite of tax applications that support our clients the entire tax life cycle.<br><br>When a company is looking for an in-house feel for their Tax IT solutions, the team has the skills and experience to provide expertise in client engagement, seamless systems integration, and unparalleled support.<br><br>The Global Enterprise Tax Solutions (GETS) DevOps Team partners will both developers and operation team members in building out a robust continuous delivery platform across a suite of 100 applications. We<br><br>define, manage, and promote DevOps practices including continuous integration/deployment, continuous testing, and monitoring.<br><br><span>Position/Program Requirements</span><br>Minimum Year(s) of Experience: 5 DevOps, automation, and/or Linux experience.<br><br><br>Minimum Degree Required: Bachelor's degree<br><br><br>Certification(s) Required: CPA, Member of Bar, or one of the following:<br><br>Enrolled Agent, PhD<br>- Computer Science/Information Science (OR STEM Equivalent), Professional Certification in Project Management (PMP), Six Sigma Black Belt (Lean, Green, Black, Master), Microsoft Certified Solutions Expert (MCSE), Microsoft Certified Solutions Developer (MCSD), Microsoft Certified Professional Developer, Certified Software Quality Analyst (CSQA), Certified Software Tester (CSTE), UX Certificate<br>- Nielson Norman Group, Certified Analytics Professional (CAP) or equivalent institutional Data Science Program, Certified Secure Software Lifecycle Professional (CSSLP), Certified Information Systems Security Professional (CISSP), Certified Developer (JAVA, SQL, SAP), Lotus Professional Certification, Certified Software Quality Analyst (QAI), Certified Software Quality Test Engineer (QAI), Masters<br>- Computer Science/Information Science, Oracle Certified Professional<br><br><br><br>, Professional Certification in Business Analysis, Certified Compensation Professional, Global, Remuneration Professional, Technology Specialist: Adobe Technologies, or Technology Specialist: IBM Technologies.<br><br><br>Degree Preferred: Bachelor's degree or Master's degree in Computer Science, Information Technology or a related field.<br><br><br>Knowledge Preferred: <br><br>Demonstrates extensive knowledge and/or a proven record of success in DevOps tools and methodologies including the following:<br><br>- Container management platforms (e.g. Rancher, Kubernetes, Swarm);<br>- Docker;<br>- Logging technologies (ELK stack, Splunk);<br>- Continuous integration tools (e.g. Jenkins, Gitlab);<br>- Linux Administration experience;<br>- Cloud hosting solutions (AWS preferred);<br>- Previous J2EE Application development experience (Struts, Spring, etc.); and,<br>- High Availability/Resiliency methodologies.<br><br><br>Skills Preferred: <br><br>Demonstrates extensive abilities and/or a proven record of success in the following areas:<br><br>- Liaising with other tax technology partners and teams including internal PwC IT Support Teams, TTD Operations group, GETS SysAdmins, Application Development teams, and various 3rd party vendors;<br><br>- Managing and mentoring a small team of DevOps support staff;<br><br>- Developing and coordinating both a DevOps strategic vision and a business continuity plan across technology offerings;<br><br>- Developing and leading a cloud migration strategy; <br><br>- Driving change and continuous improvement through the adoption of proven development practices, utilizing creative analytical problem-solving, and decision-making skills with a high attention to detail and quality;<br><br>- Identifying and addressing technology opportunities; and,,<br><br>- Managing multiple projects including preparing concise, accurate documents; and maintaining flexibility for unanticipated issues or opportunities.<br><br><br><br><br>"
"Sr. Software Engineer | Big Data at Time Inc. (Seattle, WA)","<p>As Time Inc. continues to invest in streamlining their business and improving our software practices and efficiencies across all of our brands, we are seeking a capable and talented&nbsp;<strong>Sr. Software Engineer</strong>&nbsp;to help define and build Time Inc.'s next-generation data platform. This individual will participate in the ideation of and delivery of key aspects of our new architecture ranging from data ingestion, consumer behavioral insights, machine learning, data governance and customer privacy. The scope of this role is all aspects of data management for Time Inc. and its brands.</p><br /><p>This role will involve software development of key data platform modules for Time Inc.'s next-generation data platform ecosystem. Responsibilities for engineering will span all aspects of data, including but not limited to: data ingestion, governance, machine learning, analytics and insights and personalization systems. You will contribute to the ecosystem's design and architecture, and be responsible for detailed design of full vertical modules within the data platform. This role involves both coaching/mentoring of other engineers as well as significant hands-on engineering. Strong test-driven development skills and incremental and rapid iteration in your development ethic is critical for this fast-moving and key initiative for Time Inc. Proven track-record of developing large-scale systems using service-oriented architecture and cloud technologies is a must as that will be part of your routine role. Our efforts will include both individual system development as well as assessment and integration of third-party software products. Knowledge and experience utilizing standardized APIs and specifications are preferred.&nbsp; Knowledge in the data space around data management, ingestion, and learning is a must. Experience with data related cloud technologies such as&nbsp;<strong>AWS Redshift, S3, Kinesis, Lambda, RDS, Aurora, EMR</strong>&nbsp;are strongly desired as well as experience with data science technologies such as neo4j and R.</p><br /><p><strong>Experience and Requirements</strong></p><br /><ul><br /><li>Master's Degree in Computer Science or related field with 1+ year relevant experience; or Bachelor&rsquo;s Degree in Computer Science or related field with 5+ years relevant experience</li><br /><li>Demonstrated proficiency with Java, C++, or equivalent object-oriented programming language; or demonstrated ability to quickly learn new programming languages and tools</li><br /><li>Experience working in Python, NodeJS or similar Lambda-supported languages</li><br /><li>Object-oriented analysis and design skills</li><br /><li>Problem solving and analytical abilities</li><br /><li>Understanding of algorithmic design and complexity analysis</li><br /><li>Strong verbal and written communication skills and an ability to work in a team environment</li><br /><li>Experience building high-performance, highly-available, and scalable distributed systems</li><br /><li>Proven ability to identify and mitigate the root cause of issues</li><br /><li>Demonstrated skill and passion for operational excellence</li><br /><li>Experience collecting software product requirements, describing software product features, and creating technical designs</li><br /><li>Experience with cloud-based technologies and Software-as-a-Service (Saas) systems such as Amazon AWS.</li><br /><li>Experience with service-oriented architectures</li><br /></ul><br /><p><strong>Ideal Additional Qualifications</strong></p><br /><ul><br /><li>Experience with AWS Kinesis, Data Migration Service, Data Pipeline, SQS and other data movement technologies is a plus.</li><br /><li>Experience with Oozie, Sqoop, Flume, Falcon, Kafka, Storm, Spark and/or other Hadoop Ecosystem components are a plus.</li><br /><li>Experience in ETL/ELT workflow management is a plus.</li><br /><li>Experience with Big Data database components such as Hive, AWS Redshift, and/or AWS DynamoDB is a plus.</li><br /></ul>"
"WEYV Software Engineer at Altair (Troy, MI)","<p>Come join the WEYV team to make a visible difference in the digital content streaming space! WEYV is an entertainment app allowing you to easily listen, read, and watch content, as well as share with others. We are looking for a motivated, enthusiastic and flexible Software Engineer who can design and develop highly scalable, maintainable software solutions. This is an exciting opportunity to make a difference in the next generation of digital content streaming platform and applications.</p><br /><p>As a WEYV Software Engineer, you will contribute to the design and development of our database that is cloud native.&nbsp; Developing faster, more reliable processes is how you will measure success.&nbsp; Your communication with other engineers will help find the most efficient solutions to complex problems.</p><br /><p><strong>Responsibilities:</strong></p><br /><ul><br /><li>Build technology for the WEYV application and platform based on customer-driven and market requirements (aka &ldquo;design solutions&rdquo;).</li><br /><li>Write and shepherd designs through the entire software development process, from requirements and use cases to shipping product (aka &ldquo;write code&rdquo;).</li><br /><li>Apply best practices in software engineering, delivering projects on time, on budget, and with excellent quality.</li><br /><li>Modify existing software technology to correct errors and/or improve performance (aka &ldquo;fix bugs&rdquo;).</li><br /><li>Provide expertise to the support organizations as well as other software engineers (Code Reviews).</li><br /></ul><br /><p><strong>Requirements:</strong></p><br /><ul><br /><li>BS/MS in Computer Science or equivalent work experience.</li><br /><li>Minimum of 3-5 years of related experience required.</li><br /><li>Enjoys automating and optimizing critical processes.</li><br /><li>Knowledgeable in RDBMS, ORDBMS, OODBMS and Column-oriented DBMS.</li><br /><li>Practical experience in SQL and query optimization.</li><br /><li>Practical Core Java programming (OOP) and debugging experience.</li><br /><li>Demonstrated ability to learn new languages.</li><br /><li>Comfortable writing developer tests.</li><br /><li>Excellent communication especially in technical/design articulation.</li><br /><li>Desirable experience in the following areas: Data Science, AWS S3 and RDS, Elastic Search, PDF and XML formats.</li><br /></ul><br /><p>An Equal Opportunity Employer</p>"
"Web Developer at European Molecular Biology Laboratory (EMBL) (Heidelberg, Germany)","<p>The European Molecular Biology Laboratory (EMBL) is one of the highest ranked scientific research organisations in the world. The Headquarters Laboratory is located in Heidelberg (Germany), with additional sites in Grenoble (France), Hamburg (Germany), Hinxton near Cambridge (UK), Rome (Italy) and Barcelona (Spain).</p><br /><p>EMBL is looking for a Web Developer who will actively participate in the development, deployment, and application of algorithms and software for analysis and visualization of big imaging mass spectrometry data. This position is open within two research projects: the European Horizon2020 research project METASPACE on Bioinformatics for Spatial Metabolomics and the NIH research project Spatial Metabolomics for Kidney.</p><br /><p>You will be a critical part of the dynamic, interdisciplinary, international and cross-cultural Alexandrov team where we work at the intersection of biology, chemistry, and computer science. We use advanced software engineering to develop professional open-source software for data science, computational biology, and data visualization. Our results were published in top-level bioinformatics and methods journals and were highlighted by various scientific journals (Nature, PNAS, PLoS) and public media (CNN, Der Spiegel, Wired, Health, BusinessInsider).<br>You will contribute to the forefront of science at the intersection of imaging, computational biology, and big data analysis. You will develop web applications for analysis and visualization of big molecular data generated by imaging mass spectrometry. You will work with users from throughout the world applying our tools in biology, medicine, and pharma. You will work with partners developing other online services, in particular those from European Bioinformatics Institute (EBI).<br>We love using modern software technologies including (but not limited to) Python 3, scipy, pandas, GraphQL, Node.js, View.js, Docker, CircleCI, git, Amazon Web Services, Apache Spark and Ansible. Our main software product is METASPACE:<br>http://annotate.metaspace2020.eu, https://github.com/METASPACE2020.</p><br /><p>We offer a goal-oriented environment, flexible working hours and great career opportunities. English is the working language.</p><br /><p><br><strong>Qualifications and Experience</strong></p><br /><p><br>We are looking for a university graduate with a degree involving computer science, mathematics, or any equivalent computational component. Essential qualifications: strong programming skills, knowledge of Python, experience with or desire to learn JavaScript (including server side), familiarity with CSS and HTML magic, interest in or practical knowledge of modern web frameworks, willingness to work in a small interdisciplinary team. Having any of the following qualifications is a plus: experience with Amazon Web Services, knowledge of data visualization, interest to science.</p><br /><p><strong>Application Instructions</strong><br>Please apply online through www.embl.org/jobs</p><br /><p><strong>Additional Information</strong></p><br /><p>EMBL is an inclusive, equal opportunity employer offering attractive conditions and benefits appropriate to an international research organisation with a very collegial and family friendly working environment. The remuneration package comprise a competitive salary, a comprehensive pension scheme, medical, educational and other social benefits, as well as financial support for relocation and installation, including your family.</p><br /><p>Please note that appointments on fixed term contracts can be renewed, depending on circumstances at the time of the review.</p>"
"Senior Software Engineer at Selerity (New York, NY) (allows remote)","<p><span><strong>Title:</strong> Senior Software Engineer</span></p><br /><br /><p><strong>Summary:</strong></p><br /><p><span>Senior Software Engineer to join team scaling up Selerity&rsquo;s A.I.-driven analytics and recommendation platform and integrate it into enterprise workflows. &nbsp;Highly competitive compensation plus significant opportunities for professional growth and career advancement.</span></p><br /><br /><p><span><strong>Employment Type:</strong> Contract or Full-Time</span></p><br /><br /><p><span><strong>Location is Flexible:</strong> New York City (main office), Chicago, or Remote</span></p><br /><br /><p><strong>Job Description:</strong></p><br /><p><span>Want to change how the world engages with news and data?</span></p><br /><p><span>Selerity has dominated ultra-low-latency data science in finance for several years. &nbsp;Now our real-time content analytics and contextual recommendation platform is gaining broader traction in enterprise and media applications. &nbsp;We're tackling big challenges in predictive analytics, conversational interfaces, and workflow automation and need your help!</span></p><br /><p><span>We&rsquo;re looking for an experienced developer to join a major initiative at a critical point in our company&rsquo;s growth. &nbsp;The majority of the development will be in Java on Linux but knowledge of other languages, platforms and levels of the stack is very helpful.</span></p><br /><br /><p><strong>Must-haves:</strong></p><br /><p><span> &nbsp;* Possess a rock-solid background in Computer Science (minimum BS in Comp Sci or related field) + at least 5 years (ideally 10+) of challenging work experience.</span></p><br /><p><span> &nbsp;* Demonstrated expert-level proficiency building systems in Java in Linux environments. &nbsp;</span></p><br /><p><span> &nbsp;* Direct experience in the design, implementation and maintenance of SaaS API's that are minimal, efficient, scalable and supportable throughout their lifecycle.</span></p><br /><p><span> &nbsp;* Solid track record of making effective design decisions balancing near-term and long-term objectives.</span></p><br /><p><span> &nbsp;* Know when to use commercial or open-source solutions, when to delegate to a teammate, and when to roll up your sleeves and code it yourself.</span></p><br /><p><span> &nbsp;* Work effectively in agile teams with remote members; get stuff done with minimal guidance and zero BS, help others, and know when to ask for help.</span></p><br /><p><span> &nbsp;* Clearly communicate complex technical and product issues to non-technical team members, managers, clients, etc. &nbsp;</span></p><br /><br /><p><strong>Nice-to-haves:</strong></p><br /><p><span> &nbsp;* Full-stack development and operations experience with web apps on Node.js.</span></p><br /><p><span> &nbsp;* Implementation of DevOps / SRE processes at scale including continuous integration, automated testing, and platform monitoring.</span></p><br /><p><span> &nbsp;* Experience with analytics visualization libraries.</span></p><br /><p><span> &nbsp;* Experience with large-scale analytics and machine learning technologies including TensorFlow/Sonnet, Torch, Caffe, Spark, Hadoop, cuDNN, etc.</span></p><br /><p><span> &nbsp;* Conversant with relational, column, object, and graph database fundamentals + strong practical experience in at least two of those paradigms.</span></p><br /><p><span> &nbsp;* Implementation of software defined networking or other non-traditional networking paradigms.</span></p><br /><p><span> &nbsp;* Deep understanding of how to build software agents and conversational workflows.</span></p><br /><p><span> &nbsp;* Experience with additional modern programming languages (Scala, Python, &hellip;)</span></p><br /><br /><p><span>Our stack combines leading commercial and open source technologies with &nbsp;numerous home-grown innovations, including:</span></p><br /><p><span> * Java, C++, JavaScript/ECMAscript + Node, Angular, RequireJS, Electron, Scala, Python, etc.</span></p><br /><p><span> * A variety of open source and in-house frameworks for natural language processing and machine learning including artificial neural networks / deep learning.</span></p><br /><p><span> * Hybrid of AWS (EC2, S3, RDS, R53) + dedicated datacenter network, server and GPU/coprocessor infrastructure.</span></p><br /><p><span> * Cassandra, Aurora plus in-house streaming analytics pipeline (similar to Apache Flink) and indexing/query engine (similar to ElasticSearch).</span></p><br /><p><span> * In-house messaging frameworks for low-latency (sub-microsecond sensitivity) multicast and global-scale TCP (similarities to protobufs/FixFast/zeromq/itch).</span></p><br /><p><span> * Ansible, Git, Subversion, PagerDuty, Icinga, Grafana, Observium, LDAP, Jenkins, Maven, Purify, VisualVM, Wireshark, Eclipse, Intellij </span></p><br /><p><span>This position offers a great opportunity to work with advanced technologies, collaborate with a top-notch, global team and disrupt a highly visible, multi-billion-dollar market. &nbsp;</span></p><br /><br /><p><strong>Compensation:</strong></p><br /><p><span>We understand how to attract and retain the best talent and offer a competitive mix of salary, benefits and equity. &nbsp;We also understand how important it is for you to feel challenged, to have opportunities to learn new things, to have the flexibility to balance your work and personal life and to know that your work has impact in the real world. &nbsp;We have team members on four continents and we're adept at making remote workers feel like part of the team. &nbsp;If you join our NYC main office be sure to bring your Nerf toys, your drones and your maker gear - we&rsquo;re into that stuff, too.</span></p><br /><br /><p><strong>Interview Process:</strong></p><br /><p><span>If you can see yourself at Selerity, send your resume and/or online profile (e.g. LinkedIn) to careers@selerityinc.com. &nbsp;We&rsquo;ll arrange a short introductory phone call and if it sounds like there&rsquo;s a match we'll arrange for you to meet the team for a full interview. &nbsp;</span></p><br /><p><span>The interview process lasts several hours and is sometimes split across two days. &nbsp;It is intended to be challenging - but the developers you meet and the topics you&rsquo;ll be asked to explain (and code!) should give you a very clear sense of what it would be like to work at Selerity. &nbsp;</span></p><br /><p><span>We value different perspectives and have built a team that reflects that diversity while maintaining the highest standards of excellence. &nbsp;You can rest assured that we welcome talented engineers regardless of their age, gender, sexual orientation, religion, ethnicity or national origin.</span></p><br /><br /><p><span><strong>Recruiters:</strong> <strong>Please note that we are not currently accepting referrals from recruiters for this position.</strong></span></p>"
"Senior Java Developer - Spring at 84.51° (Deerfield, IL)","<p>We are a full stack data science company and a wholly owned subsidiary of The Kroger Company.&nbsp; We own 10 Petabytes of data, and collect 35+ Terabytes of new data each week sourced from 62 Million households.&nbsp; As a member of our engineering team you will use various cutting edge technologies to develop applications that turn our data into actionable insights used to personalize the customer experience for shoppers at Kroger. We use agile development methodology, starting with Big Room Planning bringing everyone into the planning process to build scalable enterprise applications.</p><br /><p><strong>Senior Java Developer &ndash; What you&rsquo;ll do</strong></p><br /><p>As a Senior Java Developer with Spring expertise you will have the opportunity to design and build software products and features for both internal and external clients.&nbsp; We are a team of innovators, continuously exploring new technologies that ensure 84.51&deg; remains on the cutting edge of application development. In this position, you will be utilizing Java, Spring Boot, MongoDB, JSON, and SQL daily.&nbsp;</p><br /><p><strong>Responsibilities</strong></p><br /><p>Take ownership of stories and drive them to completion through all phases of the entire 84.51&deg; SDLC.&nbsp; This includes external facing and internal applications as well as process improvement activities such as:</p><br /><ul><br /><li>Lead design of Java and Spring Boot based solutions</li><br /><li>Perform development of Java and Spring Boot based solutions</li><br /><li>Perform unit and integration testing</li><br /><li>Be a quality advocate</li><br /><li>Provide mentoring to junior resources</li><br /><li>Participate in retrospective reviews</li><br /><li>Participate in the estimation process for new work and releases</li><br /><li>Maintain and enhance existing applications</li><br /><li>Bring new perspectives to problems</li><br /><li>Be driven to improve yourself and the way things are done</li><br /></ul>"
"Senior Java Developer - Spring at 84.51° (Cincinnati, OH)","<p>We are a full stack data science company and a wholly owned subsidiary of The Kroger Company.&nbsp; We own 10 Petabytes of data, and collect 35+ Terabytes of new data each week sourced from 62 Million households.&nbsp; As a member of our engineering team you will use various cutting edge technologies to develop applications that turn our data into actionable insights used to personalize the customer experience for shoppers at Kroger. We use agile development methodology, starting with Big Room Planning bringing everyone into the planning process to build scalable enterprise applications.</p><br /><br /><p><strong>Senior Java Developer &ndash; What you&rsquo;ll do</strong></p><br /><p>As a Senior Java Developer with Spring expertise you will have the opportunity to design and build software products and features for both internal and external clients.&nbsp; We are a team of innovators, continuously exploring new technologies that ensure 84.51&deg; remains on the cutting edge of application development. In this position, you will be utilizing Java, Spring Boot, MongoDB, JSON, and SQL daily.&nbsp;</p><br /><br /><p><strong>Responsibilities</strong></p><br /><p>Take ownership of stories and drive them to completion through all phases of the entire 84.51&deg; SDLC.&nbsp; This includes external facing and internal applications as well as process improvement activities such as:</p><br /><ul><br /><li>Lead design of Java and Spring Boot based solutions</li><br /><li>Perform development of Java and Spring Boot based solutions</li><br /><li>Perform unit and integration testing</li><br /><li>Be a quality advocate</li><br /><li>Provide mentoring to junior resources</li><br /><li>Participate in retrospective reviews</li><br /><li>Participate in the estimation process for new work and releases</li><br /><li>Maintain and enhance existing applications</li><br /><li>Bring new perspectives to problems</li><br /><li>Be driven to improve yourself and the way things are done</li><br /></ul>"
"Backend Product Engineer, Python at TellusLabs (Somerville, MA)","<p>At TellusLabs, our goal is to provide insights from satellite imagery that will help solve the biggest problems facing society. How will we feed a rapidly growing global population? How will we manage our increasingly limited water resources? How can we best manage our land and forest resources in an era of climate change? The answers to these pressing questions can be obtained through the innovative use of satellite imagery and Earth data, and the private sector has to be part of the solution. We aim to be a big part of that story. TellusLabs thrives thanks to an interdisciplinary approach that combines, machine learning, statistics, remote sensing, and geospatial sciences. We are always looking for people who share our curiosity and our conviction.</p><br /><p>As a Software Engineer at TellusLabs, you will be responsible for creating a platform for transforming massive amounts of data from satellites above the earth and sources on the ground into usable, operational insights for solving real-world problems. &nbsp;We are building a data platform that unlocks the power of satellite imagery for our data science team, and a machine learning platform that allows us to quickly build powerful models based on our experience creating scientifically meaningful features from that data. &nbsp;You will be responsible for building and extending the API that our clients use to access data and insights, and that powers Kernel, our web framework that presents the output of our best-in-class crop forecasting models alongside contextual insights and data visualization.</p><br /><p>We're looking for:</p><br /><ul><br /><li>Excellent python skills &amp; real world experience building production quality, testable, deployable software</li><br /><li>Experience with working with SQL (esp. postgres)</li><br /><li>Experience building APIs and API design (esp. w/ flask)</li><br /><li>Experience with deploying software on AWS</li><br /></ul><br /><p>It's a bonus if you have experience with or interest in:</p><br /><ul><br /><li>JavaScript &amp; vue.js (our front-end stack)</li><br /><li>Geospatial datasets or GIS systems</li><br /><li>Data visualization</li><br /><li>Swagger/OpenAPI specification</li><br /><li>Machine learning &amp; statistics</li><br /><li>Cloud DevOps (AWS)</li><br /></ul><br /><p>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.</p>"
